Cod. Item;Item;Definicao;Classificacao; R$ Valor Sugerido ;Item Dolarizado;Especificacao Sugerida;Tipo
911;Barras Paralelas para Fisioterapia;Equipamento para auxílio de exercicios de fisoterapia e reabilitação (treino, mancha, equilibrio em pé e transferência de peso).;Médico Assistencial;R$ 2.864,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1820;Bebedouro/ Purificador Refrigerado;Bebedouro elétrico para refrigeração de água potável.;Gerais;R$ 1.000,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
146;BERA Sistema de Potencial Evocado;Utilizado para registrar a atividade elétrica da via auditiva até o sistema nervoso central e assim avaliar o funcionamento da cóclea, nervo da audição e via auditiva central. Também poderá  avaliar a função coclear, indicado para diagnósticar doença de Ménière e monitorar, por meio do módulo, ou função para eletrococleografia (EcohG).;Médico Assistencial;R$ 74.631,00;N;Clique para Detalhar;ESPECIALIZADO
11595;BERA Triagem;Detecta potenciais elétricos que surgem em resposta a sons e avalia a integridade do nervo auditivo e das vias auditivas no tronco encefálico. Realizado aplicando sons (com uma sonda ou fone de ouvido) e captando respostas elétricas através de eletrodos posicionados em 3 pontos na cabeça.;Médico Assistencial;R$ 40.684,00;N;Clique para Detalhar;ESPECIALIZADO
553;Berço Aquecido;Berço para acomodação de recém nascido, aquecido por sistema de calor irradiante para proporcionar conforto térmico.;Médico Assistencial;R$ 27.245,00;N;Clique para Detalhar;ESPECIALIZADO
20;Berço Hospitalar com Grades;Equipamento para acomodação de pacientes pediátricos.;Apoio;R$ 4.143,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2011;Berço para Recém Nascido;Equipamento para acomodação de pacientes recém-nascido.;Apoio;R$ 1.808,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10864;Berço para Recém Nascido com Fototerapia Reversa;É um berço podendo ser aquecido ou não para alojamento do recém-nascido que deve apresentar em sua estrutura o recurso de fototerapia reversa integrada para tratamento da hiperbilirrubinemia neonatal através de irradiação de lâmpadas.;Médico Assistencial;R$ 22.714,00;N;Clique para Detalhar;ESPECIALIZADO
11603;Bicicleta;Veículo de duas rodas, sendo a traseira acionada por um sistema de pedais que movimentam uma corrente transmissora.;Veículo;R$ 857,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11899;Bicicleta Elétrica;Veículo de duas rodas, tipo motocicleta elétrica utilizada para o deslocamento de profissionais da Estratégia Saúde da Família (ESF), Agentes Comunitários de Saúde (ACS), Equipes Multiprofissionais e outras equipes que necessitam se locomover com agilidade em áreas urbanas e rurais.;Veículo;R$ 6.273,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
6;Bicicleta Ergométrica Vertical;Equipamento utilizado para realizar estudos ergométricos envolvendo medições dos mais diversos tipos de esforços físicos.;Médico Assistencial;R$ 3.790,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
632;Bilirrubinômetro;Aparelho analisador de bilirrubina.;Médico Assistencial;R$ 34.434,00;N;Clique para Detalhar;ESPECIALIZADO
11891;Biofeedback Eletromiográfico (Uroginecológico);Equipamento que contém um sistema eletrônico de amplificação de condicionamento de sinais para conseguir captar, isolar e amplificar o sinal elétrico muscular desejado.;Médico Assistencial;R$ 6.246,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
1737;Biombo;É um objeto ou móvel, geralmente movível (que pode ser movido), utilizado para divisão de ambientes e promover privacidade ao paciente.;Apoio;R$ 1.041,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2745;Biombo Plumbífero;Mobiliário hospitalar, revestido em chumbo, usado para proteção do profissional durante a realização de exames radiológicos.;Apoio;R$ 7.297,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3130;Biômetro de Coerência Óptica;Equipamento destinado ao diagnóstico oftalmológico para cálculo de medidas necessárias para determinação da lente intraocular (LIO) durante a cirurgia de catarata, utilizando as medições a partir da luz (interferometria).;Médico Assistencial;R$ 262.308,00;N;Clique para Detalhar;ESPECIALIZADO
10987;Biômetro Ultrassônico/Ecobiômetro;Aparelho oftalmológico que usa ultrassom para medir com precisão as dimensões internas do olho, como o comprimento axial (distância da córnea à retina) e a profundidade da câmara anterior, sendo crucial para calcular o grau da Lente Intraocular (LIO) implantada na cirurgia de catarata, além de auxiliar no diagnóstico de outras condições oculares.;Médico Assistencial;R$ 29.820,00;N;Clique para Detalhar;ESPECIALIZADO
1510;Biorreator/ Fermentador;Equipamento utilizado em laboratório em processos de fermentação aeróbica e anaeróbica.;Médico Assistencial;R$ 321.303,00;N;Clique para Detalhar;ESPECIALIZADO
10463;BIPAP;Sistema de suporte ventilatório não-invasivo.;Médico Assistencial;R$ 6.324,00;N;Clique para Detalhar;ESPECIALIZADO
11241;BIPAP com Monitor Gráfico;Sistema de suporte ventilatório não-invasivo que possua monitor gráfico para monitorização dos parâmetros em UTI.;Médico Assistencial;R$ 24.861,00;N;Clique para Detalhar;ESPECIALIZADO
10989;Bisturi Elétrico (a partir de 151 W);Aparelho utilizado na maioria dos procedimentos cirúrgicos com a finalidade de coagular, dissecar, cortar e fulgurar os tecidos biológicos.;Médico Assistencial;R$ 34.374,00;N;Clique para Detalhar;ESPECIALIZADO
10995;Bisturi Elétrico (até 150 W);Aparelho utilizado na maioria dos procedimentos cirúrgicos que transforma a corrente elétrica de baixa freqüência em corrente de alta freqüência. Tem a finalidade de coagular, dissecar, cortar e fulgurar os tecidos biológicos.;Médico Assistencial;R$ 14.033,00;N;Clique para Detalhar;ESPECIALIZADO
434;Bomba à Vácuo;Equipamento gerador de vácuo para diversas aplicações em ambiente hospitalar.;Infraestrutura;R$ 4.745,00;N;Clique para Detalhar;ESPECIALIZADO
11803;Bomba à Vácuo Odontológica;Equipamento gerador de vácuo para serviços de saúde bucal.;Infraestrutura;R$ 4.598,00;N;Clique para Detalhar;ESPECIALIZADO
2318;Bomba D'Agua Elétrica;Equipamento que transfere agua de um lugar para outro atraves da tubulação.;Infraestrutura;R$ 1.640,00;N;Clique para Detalhar;ESPECIALIZADO
407;Bomba de Infusão;Equipamento médico-hospitalar, utilizado para infundir líquidos tais como drogas ou nutrientes, com controle de fluxo e volume nas vias venosa.;Médico Assistencial;R$ 12.924,00;N;Clique para Detalhar;ESPECIALIZADO
10452;Bomba de Infusão de Seringa;Bomba de infusão para uso em unidade de terapia intensiva no cuidado de pacientes pediátricos e adultos.;Médico Assistencial;R$ 8.449,00;N;Clique para Detalhar;ESPECIALIZADO
11887;Bomba Dosadora para Fluoretação;Bomba para dosar com precisão os compostos de flúor utilizados na fluoretação da água de abastecimento público.;Gerais;R$ 5.789,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
246;Bomba Elétrica para Sucção de Leite;É um dispositivo médico-hospitalar e de uso doméstico projetado para remover o leite materno do seio de uma mãe lactante por meio de um mecanismo de sucção rítmica e controlada.;Médico Assistencial;R$ 22.782,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10543;Bomba Injetora de Contraste;Equipamento para infusão de contraste, automatizada com controle de fluxo e volume, para uso em exames de tomografia, hemodinâmica, ressonância, etc.;Médico Assistencial;R$ 113.247,00;N;Clique para Detalhar;ESPECIALIZADO
291;Bomba Peristáltica para uso Farmacêutico/ Laboratorial;Equipamento de uso laboratorial utilizado para bombear e dosar com precisão soluções.;Médico Assistencial;R$ 25.482,00;N;Clique para Detalhar;ESPECIALIZADO
10404;Botijão Criogênico;Recipientes projetados para o armazenamento e transporte de nitrogênio líquido.;Médico Assistencial;R$ 5.640,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2848;Botijão de Gás;É um recipiente pressurizado, projetado especificamente para armazenar e transportar Gás Liquefeito de Petróleo (GLP).;Gerais;R$ 255,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10541;Braçadeira para Injeção;É um dispositivo médico projetado especificamente para imobilizar e estabilizar o membro (geralmente o braço ou antebraço) de um paciente, a fim de facilitar a realização de procedimentos de injeção ou punção venosa.;Apoio;R$ 295,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10547;Braquiterapia com Sistema de Controle Remoto;"Constitui uma forma de tratamento que utiliza fontes radioativas, em contato direto com o tumor (colo uterino, vagina, vulva, próstata e pele)), sendo indicada a pacientes que se submetem à radioterapia.
Equipamento utilizado no serviço de radioterapia, para os procedimentos intracavitários com a inserção de semente (s) radioativa (s) (radioisótopo) no paciente durante o tratamento.
São premissas que estes equipamentos estejam alinhados com a tecnologia requerida pelo Sistema Único de Saúde, expressa na tabela de procedimentos aprovada e publicada pelo Ministério da Saúde.";Médico Assistencial;R$ 2.054.039,50;S;Clique para Detalhar;ESPECIALIZADO
1935;Bureta Automática;Equipamento utilizado para dispensações e titulações laboratoriais.;Médico Assistencial;R$ 8.864,00;N;Clique para Detalhar;ESPECIALIZADO
10806;Cabideiro;Móvel para pendurar roupas e pertences.;Gerais;R$ 272,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
1047;Cabine Audiométrica;Utilizada para diminuir as interferências externas e assim realizar testes audiométricos.;Apoio;R$ 8.137,00;N;Clique para Detalhar;ESPECIALIZADO
11773;Cabine de Exaustão de Pós;Item que retem as partculas sólidas para manipulação laboratorial;Apoio;R$ 1.813,00;N;Clique para Detalhar;ESPECIALIZADO
1462;Cabine de Pesagem;Equipamento utilizado para pesagem e amostragem de matéria-primas.;Apoio;R$ 267.092,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
778;Cabine de Proteção Biológica;Equipamentos que oferecem proteção ao produto manipulado, ao operador e ao ambiente onde estão inseridos e o fluxo de ar é sempre vertical.;Apoio;R$ 26.172,00;N;Clique para Detalhar;ESPECIALIZADO
759;Cadeira;Cadeira de uso geral, utilizada para acomodar pessoas.;Gerais;R$ 307,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11934;Cadeira Adutora e Abdutora;Equipamento utilizado para a prática de musculação no processo de reabilitação e inserção no esporte adaptado, uso previsto ara pessoas com mobilidade reduzida.;Apoio;R$ 2.399,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1736;Cadeira de Banho/ Higiênica;Utilizada para proceder no banho de aspersão em pacientes debilitados.;Apoio;R$ 499,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3052;Cadeira de Rodas Adulto;Equipamento utilizado no transporte de pessoas fragilizadas ou impossibilitada de andar.;Apoio;R$ 1.514,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11246;Cadeira de Rodas para Obeso;Equipamento utilizado no transporte de pessoas fragilizadas ou impossibilitada de andar.;Apoio;R$ 2.386,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11245;Cadeira de Rodas Pediátrica;Equipamento utilizado no transporte de pessoas fragilizadas ou impossibilitadas de andar.;Apoio;R$ 1.763,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11926;Cadeira Flexora e Extensora;É utilizado para a prática de musculação no processo de reabilitação e inserção no esporte adaptado, uso previsto para pessoas com mobilidade reduzida.;Médico Assistencial;R$ 1.466,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
519;Cadeira Odontológica Completa;Cadeira utiliza para realizar procedimentos odontológicos. Acompanha o equipo, o sugador e o refletor.;Médico Assistencial;R$ 27.405,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
1364;Cadeira Oftalmológica;Utilizada para proceder consultas clínicas e pequenas cirurgias oftalmológicas.;Apoio;R$ 20.528,00;N;Clique para Detalhar;ESPECIALIZADO
1754;Cadeira Otorrinológica;Utilizada para proceder consultas clínicas e pequenas cirurgias otorrinológicas.;Apoio;R$ 23.371,00;N;Clique para Detalhar;ESPECIALIZADO
10994;Cadeira para Coleta de Sangue;Cadeira utilizada para procedimentos de coleta de sangue.;Apoio;R$ 625,00;N;Clique para Detalhar;ESPECIALIZADO
10502;Cadeira para Massagem;Cadeira utilizada para aplicar técnicas de massagens.;Apoio;R$ 1.001,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11087;Cadeira para Obeso;Móbiliário para acomodar pessoas obesas.;Gerais;R$ 2.506,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3043;Cadeira para Turbilhão;Cadeira utilizada em hidroterapia para imersão de membros em recipiente onde o tratamento ocorre através do movimento rápido da água em forma de redemoinho.;Médico Assistencial;R$ 1.007,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2272;Cadeira Universitária;Cadeira universitária para utilização em salas de reuniões e auditórios.;Gerais;R$ 807,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11625;Caixa de Som Amplificada;É um sistema de áudio que integra o alto-falante (ou conjunto de alto-falantes) e o amplificador de potência no mesmo gabinete.;Gerais;R$ 1.043,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11086;Caixa para Desinfecção de Limas Endodônticas;É um dispositivo ou recipiente médico-odontológico projetado especificamente para organizar, limpar e desinfetar os instrumentos endodônticos (principalmente as limas).;Apoio;R$ 32,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11840;Caixa Sanfonada;Item destinado para armazenar, organizar, transportar, ferramentar, peças, acessórios.;Gerais;R$ 215,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2172;Caixa Térmica;Recipiente utilizado para acondicionamento e/ou transporte temporário de substâncias que requeiram temperaturas controladas (não proporciona controle rigoroso).;Gerais;R$ 1.219,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11800;Calandra Hospitalar;Utilizada na lavanderia hospitalar para passar os tecidos através de vapor, gás ou aquecimento elétrico.;Apoio;R$ 167.473,00;N;Clique para Detalhar;ESPECIALIZADO
11147;Calibrador de Pressão;Equipamento portátil utilizado para medir, ajustar e calibrar a pressão em instrumentos de medição de pressão. Permite verificar se os dispositivos de medição estão operando corretamente e fornecendo leituras precisas.;Apoio;R$ 126.314,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11162;Calorímetro Diferencial de Varredura;Equipamento utilizado para a Execução de Análises Térmicas.;Apoio;R$ 466.083,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
1236;Cama Comum (não hospitalar);"Cama para acomodar pessoas em ambientes como conforto médico, repouso de funcionários.
Esse item tem disponibilidade para aquisição de dois tipos de cama: cama simples, para acomodar uma pessoa ou beliche, para acomodar duas pessoas.";Apoio;R$ 736,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
